breach_id,return_period,log_damage
2317,40000,3.091042453358316
2317,400000,4.543294782270004
2318,4000,4.795790545596741
2318,40000,4.875197323201151
2318,400000,5.081404364984463
2319,400,6.878326468291325
2319,4000,7.0909098220799835
2319,40000,7.3783837129967145
2319,400000,7.550135342488429
2320,4000,3.828641396489095
2320,40000,4.709530201312334
2320,400000,5.14166355650266
2321,4000,6.660575149839686
2321,40000,6.698268054115413
2321,400000,6.7464121285733745
2322,4000,4.23410650459726
2322,40000,4.454347296253507
2322,400000,4.61512051684126
2323,4000,1.0986122886681098
2323,40000,1.0986122886681098
2323,400000,1.0986122886681098
2324,4000,4.795790545596741
2324,40000,5.081404364984463
2324,400000,5.5254529391317835
2325,4000,2.6390573296152584
2325,40000,2.833213344056216
2325,400000,3.8066624897703196
2326,4000,2.4849066497880004
2326,40000,2.6390573296152584
2326,400000,3.044522437723423
2327,4000,2.0794415416798357
2327,40000,2.1972245773362196
2327,400000,2.6390573296152584
2328,4000,5.198497031265826
2328,40000,5.351858133476067
2328,400000,5.442417710521793
2329,4000,0.6931471805599453
2329,40000,0.6931471805599453
2329,400000,0.6931471805599453
2330,4000,4.875197323201151
2330,40000,5.017279836814924
2330,400000,5.14166355650266
2331,4000,5.442417710521793
2331,40000,5.5254529391317835
2331,400000,5.602118820879701
2332,4000,4.418840607796598
2332,40000,4.709530201312334
2332,400000,4.795790545596741
2333,4000,1.9459101490553132
2333,40000,2.70805020110221
2333,400000,3.6635616461296463
2334,4000,0.6931471805599453
2334,40000,0.6931471805599453
2334,400000,0.6931471805599453
2335,4000,2.9444389791664403
2335,40000,3.258096538021482
2335,400000,4.31748811353631
2336,4000,2.4849066497880004
2336,40000,4.356708826689592
2336,400000,4.709530201312334
2337,4000,3.2188758248682006
2337,40000,3.258096538021482
2337,400000,3.295836866004329
2338,4000,6.018593214496234
2338,40000,6.042632833682381
2338,400000,6.066108090103747
2339,4000,5.5254529391317835
2339,40000,5.564520407322694
2339,400000,5.602118820879701
2340,4000,5.916202062607435
2340,40000,5.968707559985366
2340,400000,6.042632833682381
2341,400000,5.739792912179234
2342,4000,5.638354669333745
2342,40000,5.707110264748875
2343,4000,6.2166061010848646
2343,40000,6.329720905522696
2344,400000,6.447305862541213
2345,4000,4.1588830833596715
2345,40000,4.189654742026425
2345,400000,4.219507705176107
2346,4000,3.970291913552122
2346,40000,4.02535169073515
2346,400000,4.110873864173311
2347,4000,4.07753744390572
2347,40000,4.143134726391533
2347,400000,4.204692619390966
